"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.0339871365875734,-0.0268757061885489,0.465296223743279,0.642649876269412,0.703134570506533,-6.50381867722959
"KEGG_CITRATE_CYCLE_TCA_CYCLE",-0.0415110506566393,-0.0292687975089241,-0.411077695764628,0.681824600635894,0.74163377613027,-6.52732721137878
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.029107924955916,-0.0443479365363484,0.403988189505541,0.687014852134675,0.74293466568052,-6.53018681096053
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.0235647102601482,-0.0701299441230382,0.371137584271264,0.711257186896051,0.764704258743731,-6.54278985577359
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",-0.0190795663236763,-0.0342280822216101,-0.329933622170821,0.742084898352123,0.79003192962583,-6.55709101906686
"KEGG_TASTE_TRANSDUCTION",0.0184104872286831,-0.00508342706456439,0.328308751453761,0.743309611207098,0.79003192962583,-6.55762060412449
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.0292598300730549,-0.0473761820302404,0.295559105310401,0.7681304669942,0.811774243527961,-6.56773812146528
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.0179245305810204,-0.0267351705779537,0.194548712087388,0.846109280356357,0.889131786137188,-6.59226117098196
"KEGG_ETHER_LIPID_METABOLISM",0.00965565377406238,-0.0341031367479632,0.180170974631363,0.857353697260616,0.895886447699296,-6.59493064288916
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.010607508023708,-0.0308097161948451,0.155893933176215,0.876405679194186,0.910678526983903,-6.59897337296447
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.0103916952066656,-0.0383132340867862,0.143893384746774,0.885851002765313,0.915379369524157,-6.60075613779955
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0113316516495343,-0.05438184694211,0.127544222037271,0.898745252730785,0.92357246965705,-6.60295532181699
"KEGG_LYSINE_DEGRADATION",-0.00521436803181145,-0.0448606107020585,-0.0667308976063564,0.946918480342321,0.967351284145132,-6.60881056578749
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.00414978267813812,-0.0493224765632308,0.0606505572826889,0.951748844078275,0.967351284145132,-6.60919443982676
"KEGG_MELANOMA",-0.00283258873637438,-0.0347223310365754,-0.0432283640046297,0.965598777435139,0.976094416320303,-6.61009143511262
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",-0.00223082606178835,-0.0274215949819734,-0.0291087082540585,0.97683124987016,0.977285461682322,-6.61059766839197
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",-0.00292702413439479,-0.0339733210466974,-0.0285378885881504,0.977285461682322,0.977285461682322,-6.61061397788268
