"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-DD-AAVP-01A",0.121140601237076,0,0.00665681033379016,0.110366034664812,0,0,0,0.0437008976008098,0.0646769618448878,0.0774296262854846,0,0.045300195572184,0.0172037855716409,0.0204259508573559,0.167768583662631,0.172928922597021,0.0122364949963793,0,0.123940040742947,0,0,0.0162250940329815,0.18,0.0722632668792383,1.06379691928718
"TCGA-UB-A7MA-01A",0.029276565855263,0,0,0.128590668667909,0,0.183120340419927,0,0.0691938373991681,0.0762883059776948,0,0,0.0915961061511219,0.0136269123747104,0.0449895351585434,0.0751974927028149,0.131951989918462,0.10025378165213,0,0.0366391554120842,0,0,0.0192753083101707,0.64,-0.00483629800601715,1.09612653356941
"TCGA-PD-A5DF-01A",0.0293610026450053,0,0.001476748178889,0.0309278564617981,0,0.0753591501625484,0.0132584318253938,0.0292853996338285,0.0660157496656382,0,0.0209806921415794,0,0,0.529960643823019,0.0904350042929211,0.0602646144112141,0.0103235279094253,0,0.0423511788487394,0,0,0,0.01,0.247661640860486,1.01859521991824
"TCGA-XR-A8TF-01A",0.0859283088949983,0,0.0081493251216194,0.307284888096146,0,0,0.0465972168993239,0.105989785199647,0.0771114840261238,0,0.00465120918068661,0.00141087129614416,0.0113540035889748,0.0406528021598489,0.0886764620033477,0.221981100180032,0,0,0,0,0,0.000212543353106705,0.51,0.00642414718075769,1.09922421932225
"TCGA-DD-A11B-11A",0.122489738184561,0,0.0422517136140652,0.166527671660303,0,0.18590503657758,0,0,0.0457234481911706,0,0.0107947216756137,0.0324400075301245,0.013375969833382,0.0339283230204662,0.105983380690276,0.183973359859127,0.02656402279892,0,0.0288339270951919,0,0,0.00120867926921911,0.04,0.190876529714995,1.0114239968652
"TCGA-DD-A1EL-11A",0.0807769498386406,0,0.0100774876388932,0.0664731073276003,0,0.103366086135308,0.00953846450532663,0,0.0316967784889388,0.0765492298621144,0,0.0265538348216289,0.0389896489100167,0.0216328044680473,0.163114009186699,0.28343020717385,0.0125992361918046,0,0.0572615488329955,0,0,0.0179406066181358,0.1,0.104479436368923,1.04897083658788
"TCGA-CC-A5UE-01A",0,0,0.00107245304800287,0.133857220878733,0,0.194636626048903,0,0.0141121804147161,0.10987999199788,0,0,0.0318163392353182,0,0.225696798383682,0.0455078840992916,0.162162486888121,0.0472903094686827,0,0.0322122534751089,0,0,0.00175545606156037,0.43,0.0173200230461498,1.093697664186
"TCGA-GJ-A6C0-01A",0.0111968117938479,0,0,0.0519854077028065,0,0.07791655214102,0.016910939067849,0.0251308062891335,0.0673130953870044,0,0.00680472785157526,0,0,0.411352909935446,0.129799911796103,0.140998420707553,0.0227297573908232,0,0.0142739287103799,0,0,0.0235867312264583,0.04,0.185039748621497,1.04256355842015
"TCGA-ZP-A9CZ-01A",0.0598801785184057,0,0.0065508659763988,0.117123056291691,0,0.122806573590979,0.00334696949155713,0.0425562933712784,0.0964228657512892,0,0,0.0364024260383658,0.0090201939049168,0.0544964992083225,0.160902800678862,0.120474754858344,0.104624130273146,0,0.0627702080309021,0,0,0.00262218401554115,0.18,0.0741665701586375,1.06090371915837
"TCGA-RC-A7SB-01A",0.00914509711395363,0,0,0.11606141276346,0,0.0841205199836125,0,0.012075719657919,0.069390030055285,0.0139666140071516,0,0.0523628271784344,0,0.139639159659898,0.145791302423718,0.2544800971403,0.0329901354101157,0,0.0699770846061517,0,0,0,0.14,0.0830845985142099,1.06278159151962
"TCGA-RC-A7SH-01A",0,0.0182845208607697,0.0123270766985793,0.16350042840217,0,0.0961033743232858,0,0.0969813249512849,0.204407814665544,0,0,0.0849595587982687,0.00424919992623183,0.124864255686866,0.0809676333322574,0.0556925318128026,0.00102471699009348,0,0.0566375635518458,0,0,0,0.58,0.00194256797782587,1.11750863470251
"TCGA-2Y-A9GW-01A",0.0400044670871929,0,0,0.0175118401731694,0,0.149224288463814,0,0.00983636276635019,0.0683110440394303,0,0,0.00768136035590038,0.00287910337848103,0.450171996234264,0.0862123864553859,0.0364993522701962,0.102432643069556,0,0.0258268129454408,0,0,0.00340834276081822,0,0.286229692083199,0.986116693789145
"TCGA-WX-AA47-01A",0.133634126384838,0,0.0407967248796398,0,0,0.156930243701246,0,0.0284320195995298,0.0270587075761882,0,0.151483236193647,0,0.0291091170933032,0.318627986560938,0.0307078919130728,0,0,0.016682394554699,0.0603713452700037,0,0.00616620627289472,0,0.17,0.0773774505131781,1.06101082347882
"TCGA-ED-A66Y-01A",0.0539017681660278,0.0089115598146782,0,0.0600219605505888,0,0.0883160418194932,0,0.0842286316873884,0.095269918586983,0,0,0.0473558738369158,0,0.262356336472376,0.0412746167958209,0.205730032208725,0.00123437540145679,0,0.0513988846595466,0,0,0,0.24,0.0532361967865263,1.07355311008049
"TCGA-DD-AACT-01A",0.0600153342090956,0,0.00550881408850549,0.222976542509579,0,0.0896872431525231,0,0.0414557240194434,0.0937266977131934,0,0.0108623780935065,0.0567956025257223,0.0130579546706983,0.059289496894913,0.0911925428985679,0.178035284159135,0.0292922739147229,0,0.0354292136359893,0,0,0.0126748975144051,0.18,0.0723198531176485,1.06523736933413
"TCGA-ZS-A9CG-01A",0.0830931447967651,0,0.00979676187589537,0.109308648504282,0,0.0441221228630832,0,0.0183920814357574,0,0.0569159133984033,0,0.12054083953052,0.00536982938423825,0,0.142323766566413,0.295640349913245,0,0,0.102372603824721,0,0,0.0121239379066774,0.44,0.0141175722489852,1.09463743297837
"TCGA-DD-AADK-01A",0.117582133508081,0,0.0711220434799801,0.0594926901927664,0,0.191000083645714,0,0.0385518950001219,0.107164581773786,0,0.00452787555830533,0.029154927169637,0.0124349391470655,0.0438491111436481,0.079249598642612,0.123017191930019,0.0818951827498148,0,0.0409577460584491,0,0,0,0.01,0.248845904028355,0.982677041031126
"TCGA-BC-A216-01A",0.14464552500071,0,0.0277082613568764,0.433950979850644,0,0,0.132348336489051,0.0572829063307839,0.0295700668543738,0,0,0.0197281649026594,0.00788630059324296,0.00827172881407614,0.0630359167466874,0.0331713091868319,0,0,0.033790107611987,0,0,0.00861039626207632,0.05,0.173401217430224,1.04384631842774
"TCGA-DD-AADV-01A",0.0882939518952336,0,0.00268049507087774,0.099849739212349,0,0.0588562240530415,0,0.024298496956388,0.0975094580874594,0.00308201528354244,0,0.0361392305698895,0,0.17497252210652,0.0606253942765025,0.234738488117787,0.0754120151195507,0,0.0370894465118429,0,0,0.00645252273901603,0.17,0.076263562814661,1.05439333493443
"TCGA-DD-AAE7-01A",0.0399136290101026,0,0,0.226371576344881,0,0.243284177394188,0,0.0143605685004762,0.0417029334958435,0.00126161484714399,0,0.00502409991273103,0,0.00984009078079411,0.101505604306095,0.230535509531187,0.0812929092439602,0,0.00490728663259735,0,0,0,0.26,0.0472407083577941,1.08305043584732
"TCGA-DD-AACX-01A",0.0844007631330011,0,0.0024254378387602,0.0846109599801187,0,0.126706606162761,0,0.0135279830033716,0.0547089035332137,0,0,0.0323755517037751,0.0456748118046841,0.0103876659020376,0.194752223499703,0.274036887547626,0.0215459254090676,0,0.052497932918527,0,0,0.00234834756335223,0.38,0.0249920057916753,1.08968728706962
"TCGA-DD-AADQ-01A",0.0558524584550028,0,0,0.301379502446582,0,0,0.0211397049181556,0.0673610115978069,0.157905470181244,0,0,0.0611114772611109,0.0126490555709247,0.0444395277465384,0.085037477852336,0.11705677242868,0.0123933793343476,0,0.0636741622072714,0,0,0,0.73,-0.0104284297004783,1.11506804986101
"TCGA-DD-A39W-01A",0.1367354145856,0,0.0228457604125838,0.0353089172450668,0,0.141261106541403,0,0.0228756316201234,0.0596369426991206,0.0101668609746451,0.0292844348817086,0.0431937014347315,0.0278096829646731,0.0521550143461904,0.165419702866277,0.123585559767362,0.0210020611554684,0,0.0998922997198257,0,0,0.00882690878522006,0.29,0.037350064042779,1.07400231327398
"TCGA-DD-A1EJ-01A",0,0.00609212304108955,0.000502885051863207,0.107680956886136,0,0.109483987212172,0,0,0.0628624070151512,0,0,0.0609281837820545,0.0278221697088495,0.111724683094267,0.12382140176396,0.314580688122757,0.0188276549921453,0,0.0446017085488528,0,0,0.011071150780702,0.45,0.0134655475030276,1.0906661301427
"TCGA-DD-AAED-01A",0,0.0334415948682853,0.0108760307720444,0.0179170231673931,0,0.183267895974587,0,0.0575635114811502,0.107881921670378,0.00892014618211012,0.0309641244699284,0,0,0.280431636702022,0.0727215374740193,0.177516834365171,0,0,0.0184977428729111,0,0,0,0.15,0.0810341746497936,1.0671782654867
"TCGA-CC-A9FW-01A",0.0546389836724401,0,0.0149022938875394,0.155600109190646,0,0,0,0.076734060373508,0.155857366866239,0,0,0.0578363771022616,0.0128394326070966,0.215378668134371,0.0677866783692627,0.044562808232363,0.0412898652830881,0,0.102573356281184,0,0,0,0.13,0.0881104957063665,1.05265092732577
